1211,174,3704
6548,192,8756
7834,213,10583
2372,76,9578
11218,14,12806
4468,214,943
103,130,11752
13099,36,7090
12271,175,9763
9543,229,10591
7967,80,1532
12852,170,2515
7822,141,12669
2188,142,6234
7386,95,14276
10364,175,13097
6491,202,6582
6766,130,10308
11355,29,6491
2219,175,6349
5789,36,8419
10866,119,5485
5342,224,8049
9304,140,8050
7840,50,8053
11993,85,7966
4578,50,4729
14264,64,2585
4943,142,6234
11224,53,3329
5900,211,6491
2666,119,3681
3914,45,10044
9083,7,8549
6296,89,7848
8315,142,593
13436,36,12677
8224,208,6491
6440,130,11072
6194,145,8585
12266,65,11
6927,208,6491
4865,175,6804
11948,140,6642
14240,18,12966
14324,76,9508
5651,22,5330
8618,92,1332
5056,145,6172
12428,126,1332
8473,135,9534
68,221,8918
6738,120,1537
6581,209,7824
5460,130,13478
9246,77,9348
10168,76,4440
2241,130,14029
1419,45,10044
6042,65,9190
7862,175,7772
14264,64,2025
9532,14,8466
154,208,9014
9257,45,10044
3714,219,6940
10661,44,7399
2608,183,282
12565,64,3144
11854,170,2515
11244,119,12727
8941,76,13654
6670,45,10044
8666,18,7464
10943,45,10044
8624,229,2123
8880,122,12999
9099,210,10485
8992,75,7373
11225,18,3902
11722,170,2515
8714,211,12159
2514,205,8769
4143,133,9710
5694,142,6491
13788,45,10044
1930,142,5258
12313,95,10377
12659,184,5258
14123,18,12402
14279,121,10411
1682,130,12313
149,64,14233
3626,210,1580
14467,139,7917
13280,18,5102
8126,194,10377
9374,175,6688
307,140,11586
14015,208,11516
9719,7,2702
7477,222,9493
1680,33,6752
2805,65,12354
5285,123,52
10303,192,5509
4190,154,6822
1220,36,3897
391,44,8624
9057,222,5810
5821,142,5073
4334,130,6121
2125,213,10869
8159,30,8159
3033,53,2638
4083,27,5309
3275,183,3910
13382,119,13861
2954,20,4883
10256,209,8082
14269,217,2475
1556,131,1332
6679,185,7577
6116,164,4250
5047,209,12628
12935,209,1731
3612,119,13861
3286,80,13990
6092,142,8552
3400,186,7754
13023,214,943
1680,209,5677
3655,36,6069
10635,119,12245
4536,4,5671
1272,216,6365
7546,88,11404
6085,170,2515
12566,209,9072
10949,175,3150
10570,175,11112
9122,18,7834
6915,207,3090
4894,140,4252
7799,130,10496
12383,50,8320
6934,175,6720
3819,22,235
12259,36,7525
7977,171,5592
13758,191,11205
6459,95,10545
8475,141,6992
4582,175,3889
598,75,12495
6872,140,11897
6951,165,796
3865,45,10044
7859,130,3600
10531,18,12402
8865,142,6768
7551,58,1470
9074,208,6491
4084,209,1573
6172,109,10421
11666,194,14276
8334,204,677
13577,19,8046
93,175,13764
9646,142,4874
10641,142,593
10338,198,13796
5021,140,674
10853,130,7827
2180,175,11177
12897,37,9290
10459,91,13645
1498,76,9570
6677,202,3154
11435,140,12196
94,216,5182
13697,188,8249
623,140,12653
7403,140,9190
46,88,5177
2877,36,12430
2057,94,2460
4822,7,4286
14089,39,8632
13250,89,7038
8588,50,291
3837,85,7151
2772,211,3263
538,155,538
11031,50,14211
8245,36,13307
4852,89,11654
2195,175,8559
7472,70,9899
13303,192,2368
2077,175,2965
11071,50,5183
13911,65,7910
13879,187,4414
10555,142,6491
9996,50,1649
12942,36,7387
11113,175,11256
13294,208,11032
13553,122,11760
14274,175,7199
5205,200,3163
94,216,4574
8710,184,6491
7910,36,1114
1004,119,10244
12776,175,7036
9349,140,4659
13453,14,3028
2188,142,796
1260,192,3348
9584,36,7318
4534,88,3334
